Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"International flags on display at the California Pacific International Exposition, San Diego, 1935-1936",Flags|~|Flags|~|Flags|~|Flags $x American|~|Flags $x American|~|Flags $x American|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Flags $x German |~|Flags $x German |~|Flags $x German ,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Handwritten on negative: Flags of nations|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: Flags of nations|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: Flags of nations|~|Text from negative sleeve: California, San Diego, Exposition",-117.151101,32.729718,"32.729718, -117.151101",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0603.jpg
"Navy event next to the Standard Oil Tower at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Handwritten on negative: San Diego Fair...|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Fair...|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Fair...|~|Text from negative sleeve: California, San Diego, Exposition",-117.150296,32.728562,"32.728562, -117.150296",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0597.jpg
"Night view of the Standard Oil Tower of the Sun at the California Pacific International Exposition, San Diego, 1935-1936",Art deco (Architecture) $z California $z San Diego|~|Art deco (Architecture) $z California $z San Diego|~|Art deco (Architecture) $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Standard Oil Tower of the Sun (California Pacific International Exposition, 1935-1936, San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.152886,32.727852,"32.727852, -117.152886",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0605.jpg
"Navy sailors provide a fanfare of bugles at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Naval parades & ceremonies $z California $z San Diego|~|Sailors $x American $z California $z San Diego|~|Sailors $x American $z California $z San Diego|~|Sailors $x American $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Federal Building (San Diego, Calif.)|~|Federal Building (San Diego, Calif.)|~|Federal Building (San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.152467,32.727778,"32.727778, -117.152467",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0604.jpg
"Exhibition space inside the Ford Building at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Spark plugs|~|Spark plugs|~|Spark plugs|~|Sillimanite|~|Sillimanite|~|Sillimanite,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Ford Building (San Diego, Calif.)|~|Ford Building (San Diego, Calif.)|~|Ford Building (San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),,1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.154388,32.726156,"32.726156, -117.154388",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0607.jpg
"Exhibition space inside the Ford Building at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Ford Building (San Diego, Calif.)|~|Ford Building (San Diego, Calif.)|~|Ford Building (San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Handwritten on negative: San Diego Fair. Ford Bldg.|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Fair. Ford Bldg.|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Fair. Ford Bldg.|~|Text from negative sleeve: California, San Diego, Exposition",-117.154388,32.726156,"32.726156, -117.154388",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0611.jpg
"Griffith Observatory near completion, bird's-eye view facing south, Los Angeles, 1935",Landmarks|~|Landmarks|~|Landmarks|~|Science|~|Science|~|Science|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Environment|~|Environment|~|Environment,Griffith Observatory|~|Griffith Observatory|~|Griffith Observatory,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory",-118.3003521,34.11999418,"34.11999418, -118.3003521",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_6070.jpg
"Griffith Observatory, exterior view of the main facade after the May opening, Los Angeles, 1935",Landmarks|~|Landmarks|~|Landmarks|~|Science|~|Science|~|Science|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Education|~|Education|~|Education,Griffith Observatory|~|Griffith Observatory|~|Griffith Observatory,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory",-118.3004647,34.11918147,"34.11918147, -118.3004647",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_6069.jpg
"Visitors at the entrance to the Griffith Observatory, Los Angeles, 1935",Landmarks|~|Landmarks|~|Landmarks|~|Science|~|Science|~|Science|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Education|~|Education|~|Education,Griffith Observatory|~|Griffith Observatory|~|Griffith Observatory,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Handwritten on negative: Griffith Observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory",-118.3004379,34.11863522,"34.11863522, -118.3004379",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_6077.jpg
"Zeiss Mark II Planetarium Projector at the Griffith Observatory, Los Angeles, circa 1935",Science|~|Science|~|Science|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Astronomical observatories $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Planetaria $z California $z Los Angeles|~|Culture|~|Culture|~|Culture,Griffith Observatory|~|Griffith Observatory|~|Griffith Observatory,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory|~|Text from negative sleeve: L.A. Parks, Griffith - observatory",-118.3003172,34.11811339,"34.11811339, -118.3003172",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_6083.jpg
"View towards the fourth Figueroa Street Tunnel under construction, Los Angeles, 1935",Tunnels $z California $z Los Angeles|~|Tunnels $z California $z Los Angeles|~|Tunnels $z California $z Los Angeles|~|Arroyo Seco Parkway (Calif.)|~|Arroyo Seco Parkway (Calif.)|~|Arroyo Seco Parkway (Calif.),,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.|~|Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.|~|Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.",-118.231156,34.07587,"34.07587, -118.231156",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10047.jpg
"Two workers in the fourth Figueroa Street Tunnel during construction, Los Angeles, 1935",Tunnels $z California $z Los Angeles|~|Tunnels $z California $z Los Angeles|~|Tunnels $z California $z Los Angeles|~|Arroyo Seco Parkway (Calif.)|~|Arroyo Seco Parkway (Calif.)|~|Arroyo Seco Parkway (Calif.),,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.|~|Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.|~|Text from negative sleeve: 1683. Figueroa Street Tunnel (4th one built). Aug. 13, '35. [stamped:] Aug 22 1935.",-118.233218,34.073871,"34.073871, -118.233218",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10048.jpg
"Kimiko Tamura in Toyo Y. Maeda's Japanese garden on North San Pedro Street, Los Angeles, 1935",Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles,"Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].,-118.240855,34.05077,"34.05077, -118.240855",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_12232.jpg
"Kimiko Tamura in Toyo Y. Maeda's Japanese garden on North San Pedro Street, Los Angeles, 1935",Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles,"Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].,-118.240855,34.05077,"34.05077, -118.240855",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_12233.jpg
"Kimiko Tamura in Toyo Y. Maeda's Japanese garden on North San Pedro Street, Los Angeles, 1935",Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles|~|Japanese gardens $z California $z Los Angeles,"Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Tamura, Kimiko, $d b. 1926 or 1927|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884|~|Maeda, Toyo Y., $d b. 1883 or 1884",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from newspaper caption: Typical of Japan, this Toyo garden on North San Pedro street has attracted little eight-year-old Kimiko Tamura, dancer [Barbara Miller, ""Southland Homes and gardens; you can Travel World Gardens at home!"" Los Angeles Times, 21 Jul. 1935: E19]|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from newspaper caption: Typical of Japan, this Toyo garden on North San Pedro street has attracted little eight-year-old Kimiko Tamura, dancer [Barbara Miller, ""Southland Homes and gardens; you can Travel World Gardens at home!"" Los Angeles Times, 21 Jul. 1935: E19]|~|Text from negative sleeve: 3298. H + G (House + Garden?). Jap Garden. Jan 21 1936 stamp [date is incorrect].|~|Text from newspaper caption: Typical of Japan, this Toyo garden on North San Pedro street has attracted little eight-year-old Kimiko Tamura, dancer [Barbara Miller, ""Southland Homes and gardens; you can Travel World Gardens at home!"" Los Angeles Times, 21 Jul. 1935: E19]",-118.240855,34.05077,"34.05077, -118.240855",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_12234.jpg
